Age,Height (cm),Weight (kg),Sex,Activity Level,Pregnant,Calories (kcal),Protein (g),Carbohydrates (g),Fats (g),Water (L),Vitamin A (mcg),Vitamin B12 (mcg),Vitamin C (mg),Vitamin D (IU),Calcium (mg),Iron (mg),Magnesium (mg),Zinc (mg),Omega-3 (mg)
18,160,65,Male,Moderate,NULL,2425,78,303.1,67.4,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,65,Male,Heavy,NULL,2973,78,371.6,82.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,65,Female,Sedentary,0,1678,78,209.8,46.6,3,700,2.4,75,600,1000,18,310,8,250
18,160,65,Female,Sedentary,1,1678,78,209.8,46.6,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,65,Female,Moderate,0,2168,78,271,60.2,3,700,2.4,75,600,1000,18,310,8,250
18,160,65,Female,Moderate,1,2168,78,271,60.2,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,65,Female,Heavy,0,2658,78,332.2,73.8,3,700,2.4,75,600,1000,18,310,8,250
18,160,65,Female,Heavy,1,2658,78,332.2,73.8,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,70,Male,Sedentary,NULL,1938,84,242.2,53.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,70,Male,Moderate,NULL,2503,84,312.9,69.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,70,Male,Heavy,NULL,3068,84,383.5,85.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,70,Female,Sedentary,0,1738,84,217.2,48.3,3,700,2.4,75,600,1000,18,310,8,250
18,160,70,Female,Sedentary,1,1738,84,217.2,48.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,70,Female,Moderate,0,2245,84,280.6,62.4,3,700,2.4,75,600,1000,18,310,8,250
18,160,70,Female,Moderate,1,2245,84,280.6,62.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,70,Female,Heavy,0,2753,84,344.1,76.5,3,700,2.4,75,600,1000,18,310,8,250
18,160,70,Female,Heavy,1,2753,84,344.1,76.5,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,75,Male,Sedentary,NULL,1998,90,249.8,55.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,75,Male,Moderate,NULL,2580,90,322.5,71.7,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,75,Male,Heavy,NULL,3163,90,395.4,87.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,75,Female,Sedentary,0,1798,90,224.8,49.9,3,700,2.4,75,600,1000,18,310,8,250
18,160,75,Female,Sedentary,1,1798,90,224.8,49.9,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,75,Female,Moderate,0,2323,90,290.4,64.5,3,700,2.4,75,600,1000,18,310,8,250
18,160,75,Female,Moderate,1,2323,90,290.4,64.5,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,75,Female,Heavy,0,2848,90,356,79.1,3,700,2.4,75,600,1000,18,310,8,250
18,160,75,Female,Heavy,1,2848,90,356,79.1,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,80,Male,Sedentary,NULL,2058,96,257.2,57.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,80,Male,Moderate,NULL,2658,96,332.2,73.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,80,Male,Heavy,NULL,3258,96,407.2,90.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,80,Female,Sedentary,0,1858,96,232.2,51.6,3,700,2.4,75,600,1000,18,310,8,250
18,160,80,Female,Sedentary,1,1858,96,232.2,51.6,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,80,Female,Moderate,0,2400,96,300,66.7,3,700,2.4,75,600,1000,18,310,8,250
18,160,80,Female,Moderate,1,2400,96,300,66.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,80,Female,Heavy,0,2943,96,367.9,81.8,3,700,2.4,75,600,1000,18,310,8,250
18,160,80,Female,Heavy,1,2943,96,367.9,81.8,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,85,Male,Sedentary,NULL,2118,102,264.8,58.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,85,Male,Moderate,NULL,2735,102,341.9,76,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,85,Male,Heavy,NULL,3353,102,419.1,93.1,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,85,Female,Sedentary,0,1918,102,239.8,53.3,3,700,2.4,75,600,1000,18,310,8,250
18,160,85,Female,Sedentary,1,1918,102,239.8,53.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,85,Female,Moderate,0,2478,102,309.8,68.8,3,700,2.4,75,600,1000,18,310,8,250
18,160,85,Female,Moderate,1,2478,102,309.8,68.8,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,85,Female,Heavy,0,3038,102,379.8,84.4,3,700,2.4,75,600,1000,18,310,8,250
18,160,85,Female,Heavy,1,3038,102,379.8,84.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,90,Male,Sedentary,NULL,2178,108,272.2,60.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,90,Male,Moderate,NULL,2813,108,351.6,78.1,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,90,Male,Heavy,NULL,3448,108,431,95.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,90,Female,Sedentary,0,1978,108,247.2,54.9,3,700,2.4,75,600,1000,18,310,8,250
18,160,90,Female,Sedentary,1,1978,108,247.2,54.9,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,90,Female,Moderate,0,2555,108,319.4,71,3,700,2.4,75,600,1000,18,310,8,250
18,160,90,Female,Moderate,1,2555,108,319.4,71,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,90,Female,Heavy,0,3133,108,391.6,87,3,700,2.4,75,600,1000,18,310,8,250
18,160,90,Female,Heavy,1,3133,108,391.6,87,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,95,Male,Sedentary,NULL,2238,114,279.8,62.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,95,Male,Moderate,NULL,2890,114,361.2,80.3,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,95,Male,Heavy,NULL,3543,114,442.9,98.4,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,95,Female,Sedentary,0,2038,114,254.8,56.6,3,700,2.4,75,600,1000,18,310,8,250
18,160,95,Female,Sedentary,1,2038,114,254.8,56.6,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,95,Female,Moderate,0,2633,114,329.1,73.1,3,700,2.4,75,600,1000,18,310,8,250
18,160,95,Female,Moderate,1,2633,114,329.1,73.1,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,95,Female,Heavy,0,3228,114,403.5,89.7,3,700,2.4,75,600,1000,18,310,8,250
18,160,95,Female,Heavy,1,3228,114,403.5,89.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,100,Male,Sedentary,NULL,2298,120,287.2,63.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,100,Male,Moderate,NULL,2968,120,371,82.4,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,100,Male,Heavy,NULL,3638,120,454.8,101.1,3.7,900,2.4,90,600,1000,8,400,11,250
18,160,100,Female,Sedentary,0,2098,120,262.2,58.3,3,700,2.4,75,600,1000,18,310,8,250
18,160,100,Female,Sedentary,1,2098,120,262.2,58.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,100,Female,Moderate,0,2710,120,338.8,75.3,3,700,2.4,75,600,1000,18,310,8,250
18,160,100,Female,Moderate,1,2710,120,338.8,75.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,160,100,Female,Heavy,0,3323,120,415.4,92.3,3,700,2.4,75,600,1000,18,310,8,250
18,160,100,Female,Heavy,1,3323,120,415.4,92.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,45,Male,Sedentary,NULL,1675,54,209.4,46.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,45,Male,Moderate,NULL,2164,54,270.5,60.1,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,45,Male,Heavy,NULL,2652,54,331.5,73.7,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,45,Female,Sedentary,0,1476,54,184.5,41,3,700,2.4,75,600,1000,18,310,8,250
18,165,45,Female,Sedentary,1,1476,54,184.5,41,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,45,Female,Moderate,0,1906,54,238.2,52.9,3,700,2.4,75,600,1000,18,310,8,250
18,165,45,Female,Moderate,1,1906,54,238.2,52.9,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,45,Female,Heavy,0,2337,54,292.1,64.9,3,700,2.4,75,600,1000,18,310,8,250
18,165,45,Female,Heavy,1,2337,54,292.1,64.9,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,50,Male,Sedentary,NULL,1735,60,216.9,48.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,50,Male,Moderate,NULL,2241,60,280.1,62.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,50,Male,Heavy,NULL,2747,60,343.4,76.3,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,50,Female,Sedentary,0,1536,60,192,42.7,3,700,2.4,75,600,1000,18,310,8,250
18,165,50,Female,Sedentary,1,1536,60,192,42.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,50,Female,Moderate,0,1984,60,248,55.1,3,700,2.4,75,600,1000,18,310,8,250
18,165,50,Female,Moderate,1,1984,60,248,55.1,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,50,Female,Heavy,0,2432,60,304,67.6,3,700,2.4,75,600,1000,18,310,8,250
18,165,50,Female,Heavy,1,2432,60,304,67.6,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,55,Male,Sedentary,NULL,1795,66,224.4,49.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,55,Male,Moderate,NULL,2319,66,289.9,64.4,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,55,Male,Heavy,NULL,2842,66,355.2,78.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,55,Female,Sedentary,0,1596,66,199.5,44.3,3,700,2.4,75,600,1000,18,310,8,250
18,165,55,Female,Sedentary,1,1596,66,199.5,44.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,55,Female,Moderate,0,2061,66,257.6,57.2,3,700,2.4,75,600,1000,18,310,8,250
18,165,55,Female,Moderate,1,2061,66,257.6,57.2,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,55,Female,Heavy,0,2527,66,315.9,70.2,3,700,2.4,75,600,1000,18,310,8,250
18,165,55,Female,Heavy,1,2527,66,315.9,70.2,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,60,Male,Sedentary,NULL,1855,72,231.9,51.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,60,Male,Moderate,NULL,2396,72,299.5,66.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,60,Male,Heavy,NULL,2937,72,367.1,81.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,60,Female,Sedentary,0,1656,72,207,46,3,700,2.4,75,600,1000,18,310,8,250
18,165,60,Female,Sedentary,1,1656,72,207,46,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,60,Female,Moderate,0,2139,72,267.4,59.4,3,700,2.4,75,600,1000,18,310,8,250
18,165,60,Female,Moderate,1,2139,72,267.4,59.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,60,Female,Heavy,0,2622,72,327.8,72.8,3,700,2.4,75,600,1000,18,310,8,250
18,165,60,Female,Heavy,1,2622,72,327.8,72.8,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,65,Male,Sedentary,NULL,1915,78,239.4,53.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,65,Male,Moderate,NULL,2474,78,309.2,68.7,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,65,Male,Heavy,NULL,3032,78,379,84.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,65,Female,Sedentary,0,1716,78,214.5,47.7,3,700,2.4,75,600,1000,18,310,8,250
18,165,65,Female,Sedentary,1,1716,78,214.5,47.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,65,Female,Moderate,0,2216,78,277,61.6,3,700,2.4,75,600,1000,18,310,8,250
18,165,65,Female,Moderate,1,2216,78,277,61.6,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,65,Female,Heavy,0,2717,78,339.6,75.5,3,700,2.4,75,600,1000,18,310,8,250
18,165,65,Female,Heavy,1,2717,78,339.6,75.5,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,70,Male,Sedentary,NULL,1975,84,246.9,54.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,70,Male,Moderate,NULL,2551,84,318.9,70.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,70,Male,Heavy,NULL,3127,84,390.9,86.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,70,Female,Sedentary,0,1776,84,222,49.3,3,700,2.4,75,600,1000,18,310,8,250
18,165,70,Female,Sedentary,1,1776,84,222,49.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,70,Female,Moderate,0,2294,84,286.8,63.7,3,700,2.4,75,600,1000,18,310,8,250
18,165,70,Female,Moderate,1,2294,84,286.8,63.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,70,Female,Heavy,0,2812,84,351.5,78.1,3,700,2.4,75,600,1000,18,310,8,250
18,165,70,Female,Heavy,1,2812,84,351.5,78.1,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,75,Male,Sedentary,NULL,2035,90,254.4,56.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,75,Male,Moderate,NULL,2629,90,328.6,73,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,75,Male,Heavy,NULL,3222,90,402.8,89.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,75,Female,Sedentary,0,1836,90,229.5,51,3,700,2.4,75,600,1000,18,310,8,250
18,165,75,Female,Sedentary,1,1836,90,229.5,51,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,75,Female,Moderate,0,2371,90,296.4,65.9,3,700,2.4,75,600,1000,18,310,8,250
18,165,75,Female,Moderate,1,2371,90,296.4,65.9,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,75,Female,Heavy,0,2907,90,363.4,80.8,3,700,2.4,75,600,1000,18,310,8,250
18,165,75,Female,Heavy,1,2907,90,363.4,80.8,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,80,Male,Sedentary,NULL,2095,96,261.9,58.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,80,Male,Moderate,NULL,2706,96,338.2,75.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,80,Male,Heavy,NULL,3317,96,414.6,92.1,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,80,Female,Sedentary,0,1896,96,237,52.7,3,700,2.4,75,600,1000,18,310,8,250
18,165,80,Female,Sedentary,1,1896,96,237,52.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,80,Female,Moderate,0,2449,96,306.1,68,3,700,2.4,75,600,1000,18,310,8,250
18,165,80,Female,Moderate,1,2449,96,306.1,68,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,80,Female,Heavy,0,3002,96,375.2,83.4,3,700,2.4,75,600,1000,18,310,8,250
18,165,80,Female,Heavy,1,3002,96,375.2,83.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,85,Male,Sedentary,NULL,2155,102,269.4,59.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,85,Male,Moderate,NULL,2784,102,348,77.3,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,85,Male,Heavy,NULL,3412,102,426.5,94.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,85,Female,Sedentary,0,1956,102,244.5,54.3,3,700,2.4,75,600,1000,18,310,8,250
18,165,85,Female,Sedentary,1,1956,102,244.5,54.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,85,Female,Moderate,0,2526,102,315.8,70.2,3,700,2.4,75,600,1000,18,310,8,250
18,165,85,Female,Moderate,1,2526,102,315.8,70.2,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,85,Female,Heavy,0,3097,102,387.1,86,3,700,2.4,75,600,1000,18,310,8,250
18,165,85,Female,Heavy,1,3097,102,387.1,86,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,90,Male,Sedentary,NULL,2215,108,276.9,61.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,90,Male,Moderate,NULL,2861,108,357.6,79.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,90,Male,Heavy,NULL,3507,108,438.4,97.4,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,90,Female,Sedentary,0,2016,108,252,56,3,700,2.4,75,600,1000,18,310,8,250
18,165,90,Female,Sedentary,1,2016,108,252,56,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,90,Female,Moderate,0,2604,108,325.5,72.3,3,700,2.4,75,600,1000,18,310,8,250
18,165,90,Female,Moderate,1,2604,108,325.5,72.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,90,Female,Heavy,0,3192,108,399,88.7,3,700,2.4,75,600,1000,18,310,8,250
18,165,90,Female,Heavy,1,3192,108,399,88.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,95,Male,Sedentary,NULL,2275,114,284.4,63.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,95,Male,Moderate,NULL,2939,114,367.4,81.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,95,Male,Heavy,NULL,3602,114,450.2,100.1,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,95,Female,Sedentary,0,2076,114,259.5,57.7,3,700,2.4,75,600,1000,18,310,8,250
18,165,95,Female,Sedentary,1,2076,114,259.5,57.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,95,Female,Moderate,0,2681,114,335.1,74.5,3,700,2.4,75,600,1000,18,310,8,250
18,165,95,Female,Moderate,1,2681,114,335.1,74.5,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,95,Female,Heavy,0,3287,114,410.9,91.3,3,700,2.4,75,600,1000,18,310,8,250
18,165,95,Female,Heavy,1,3287,114,410.9,91.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,100,Male,Sedentary,NULL,2335,120,291.9,64.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,100,Male,Moderate,NULL,3016,120,377,83.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,100,Male,Heavy,NULL,3697,120,462.1,102.7,3.7,900,2.4,90,600,1000,8,400,11,250
18,165,100,Female,Sedentary,0,2136,120,267,59.3,3,700,2.4,75,600,1000,18,310,8,250
18,165,100,Female,Sedentary,1,2136,120,267,59.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,100,Female,Moderate,0,2759,120,344.9,76.6,3,700,2.4,75,600,1000,18,310,8,250
18,165,100,Female,Moderate,1,2759,120,344.9,76.6,3.8,770,2.6,85,600,1000,27,350,11,300
18,165,100,Female,Heavy,0,3382,120,422.8,93.9,3,700,2.4,75,600,1000,18,310,8,250
18,165,100,Female,Heavy,1,3382,120,422.8,93.9,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,45,Male,Sedentary,NULL,1713,54,214.1,47.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,45,Male,Moderate,NULL,2212,54,276.5,61.4,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,45,Male,Heavy,NULL,2712,54,339,75.3,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,45,Female,Sedentary,0,1513,54,189.1,42,3,700,2.4,75,600,1000,18,310,8,250
18,170,45,Female,Sedentary,1,1513,54,189.1,42,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,45,Female,Moderate,0,1955,54,244.4,54.3,3,700,2.4,75,600,1000,18,310,8,250
18,170,45,Female,Moderate,1,1955,54,244.4,54.3,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,45,Female,Heavy,0,2396,54,299.5,66.6,3,700,2.4,75,600,1000,18,310,8,250
18,170,45,Female,Heavy,1,2396,54,299.5,66.6,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,50,Male,Sedentary,NULL,1773,60,221.6,49.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,50,Male,Moderate,NULL,2290,60,286.2,63.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,50,Male,Heavy,NULL,2807,60,350.9,78,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,50,Female,Sedentary,0,1573,60,196.6,43.7,3,700,2.4,75,600,1000,18,310,8,250
18,170,50,Female,Sedentary,1,1573,60,196.6,43.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,50,Female,Moderate,0,2032,60,254,56.4,3,700,2.4,75,600,1000,18,310,8,250
18,170,50,Female,Moderate,1,2032,60,254,56.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,50,Female,Heavy,0,2491,60,311.4,69.2,3,700,2.4,75,600,1000,18,310,8,250
18,170,50,Female,Heavy,1,2491,60,311.4,69.2,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,55,Male,Sedentary,NULL,1833,66,229.1,50.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,55,Male,Moderate,NULL,2367,66,295.9,65.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,55,Male,Heavy,NULL,2902,66,362.8,80.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,55,Female,Sedentary,0,1633,66,204.1,45.4,3,700,2.4,75,600,1000,18,310,8,250
18,170,55,Female,Sedentary,1,1633,66,204.1,45.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,55,Female,Moderate,0,2110,66,263.8,58.6,3,700,2.4,75,600,1000,18,310,8,250
18,170,55,Female,Moderate,1,2110,66,263.8,58.6,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,55,Female,Heavy,0,2586,66,323.2,71.8,3,700,2.4,75,600,1000,18,310,8,250
18,170,55,Female,Heavy,1,2586,66,323.2,71.8,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,60,Male,Sedentary,NULL,1893,72,236.6,52.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,60,Male,Moderate,NULL,2445,72,305.6,67.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,60,Male,Heavy,NULL,2997,72,374.6,83.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,60,Female,Sedentary,0,1693,72,211.6,47,3,700,2.4,75,600,1000,18,310,8,250
18,170,60,Female,Sedentary,1,1693,72,211.6,47,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,60,Female,Moderate,0,2187,72,273.4,60.8,3,700,2.4,75,600,1000,18,310,8,250
18,170,60,Female,Moderate,1,2187,72,273.4,60.8,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,60,Female,Heavy,0,2681,72,335.1,74.5,3,700,2.4,75,600,1000,18,310,8,250
18,170,60,Female,Heavy,1,2681,72,335.1,74.5,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,65,Male,Sedentary,NULL,1953,78,244.1,54.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,65,Male,Moderate,NULL,2522,78,315.2,70.1,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,65,Male,Heavy,NULL,3092,78,386.5,85.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,65,Female,Sedentary,0,1753,78,219.1,48.7,3,700,2.4,75,600,1000,18,310,8,250
18,170,65,Female,Sedentary,1,1753,78,219.1,48.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,65,Female,Moderate,0,2265,78,283.1,62.9,3,700,2.4,75,600,1000,18,310,8,250
18,170,65,Female,Moderate,1,2265,78,283.1,62.9,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,65,Female,Heavy,0,2776,78,347,77.1,3,700,2.4,75,600,1000,18,310,8,250
18,170,65,Female,Heavy,1,2776,78,347,77.1,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,70,Male,Sedentary,NULL,2013,84,251.6,55.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,70,Male,Moderate,NULL,2600,84,325,72.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,70,Male,Heavy,NULL,3187,84,398.4,88.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,70,Female,Sedentary,0,1813,84,226.6,50.4,3,700,2.4,75,600,1000,18,310,8,250
18,170,70,Female,Sedentary,1,1813,84,226.6,50.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,70,Female,Moderate,0,2342,84,292.8,65.1,3,700,2.4,75,600,1000,18,310,8,250
18,170,70,Female,Moderate,1,2342,84,292.8,65.1,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,70,Female,Heavy,0,2871,84,358.9,79.8,3,700,2.4,75,600,1000,18,310,8,250
18,170,70,Female,Heavy,1,2871,84,358.9,79.8,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,75,Male,Sedentary,NULL,2073,90,259.1,57.6,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,75,Male,Moderate,NULL,2677,90,334.6,74.4,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,75,Male,Heavy,NULL,3282,90,410.2,91.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,75,Female,Sedentary,0,1873,90,234.1,52,3,700,2.4,75,600,1000,18,310,8,250
18,170,75,Female,Sedentary,1,1873,90,234.1,52,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,75,Female,Moderate,0,2420,90,302.5,67.2,3,700,2.4,75,600,1000,18,310,8,250
18,170,75,Female,Moderate,1,2420,90,302.5,67.2,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,75,Female,Heavy,0,2966,90,370.8,82.4,3,700,2.4,75,600,1000,18,310,8,250
18,170,75,Female,Heavy,1,2966,90,370.8,82.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,80,Male,Sedentary,NULL,2133,96,266.6,59.2,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,80,Male,Moderate,NULL,2755,96,344.4,76.5,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,80,Male,Heavy,NULL,3377,96,422.1,93.8,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,80,Female,Sedentary,0,1933,96,241.6,53.7,3,700,2.4,75,600,1000,18,310,8,250
18,170,80,Female,Sedentary,1,1933,96,241.6,53.7,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,80,Female,Moderate,0,2497,96,312.1,69.4,3,700,2.4,75,600,1000,18,310,8,250
18,170,80,Female,Moderate,1,2497,96,312.1,69.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,80,Female,Heavy,0,3061,96,382.6,85,3,700,2.4,75,600,1000,18,310,8,250
18,170,80,Female,Heavy,1,3061,96,382.6,85,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,85,Male,Sedentary,NULL,2193,102,274.1,60.9,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,85,Male,Moderate,NULL,2832,102,354,78.7,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,85,Male,Heavy,NULL,3472,102,434,96.4,3.7,900,2.4,90,600,1000,8,400,11,250
18,170,85,Female,Sedentary,0,1993,102,249.1,55.4,3,700,2.4,75,600,1000,18,310,8,250
18,170,85,Female,Sedentary,1,1993,102,249.1,55.4,3.8,770,2.6,85,600,1000,27,350,11,300
18,170,85,Female,Moderate,0,2575,102,321.9,71.5,3,700,2.4,75,600,1000,18,310,8,250
